登録番号,集計開始,集計終了,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,まくり率,差し率,前づけ平均,前づけ率
3842,2025-12-27,2026-06-27,80,14,7,3,2,0,2,0,14.3,21.4,0.04,0.0
3843,2025-12-27,2026-06-27,124,18,9,2,6,1,0,0,33.3,11.1,-0.01,0.0
3845,2025-12-27,2026-06-27,84,13,4,4,2,3,0,0,15.4,30.8,0.15,4.8
3848,2025-12-27,2026-06-27,118,11,7,0,2,0,2,0,18.2,0.0,-0.15,0.0
3849,2025-12-27,2026-06-27,96,33,17,2,12,1,1,0,36.4,6.1,0.95,30.2
3850,2025-12-27,2026-06-27,118,16,9,0,3,2,2,0,18.8,0.0,-0.03,0.0
3851,2025-12-27,2026-06-27,31,0,0,0,0,0,0,0,,,0.0,0.0
3852,2025-12-27,2026-06-27,90,7,3,1,0,3,0,0,0.0,14.3,0.02,0.0
3853,2025-12-27,2026-06-27,113,27,18,3,2,3,1,0,7.4,11.1,0.07,2.7
3854,2025-12-27,2026-06-27,107,28,17,2,4,2,2,1,14.3,7.1,0.08,1.9
3857,2025-12-27,2026-06-27,107,13,3,0,9,0,1,0,69.2,0.0,-0.55,0.0
3859,2025-12-27,2026-06-27,89,9,4,0,3,2,0,0,33.3,0.0,-0.01,0.0
3860,2025-12-27,2026-06-27,91,3,1,1,0,1,0,0,0.0,33.3,-0.02,2.2
3863,2025-12-27,2026-06-27,99,11,7,0,3,1,0,0,27.3,0.0,0.04,2.1
3866,2025-12-27,2026-06-27,107,9,4,1,1,2,1,0,11.1,11.1,-0.11,0.0
3867,2025-12-27,2026-06-27,96,2,1,0,0,1,0,0,0.0,0.0,-0.11,0.0
3868,2025-12-27,2026-06-27,107,13,6,3,3,0,1,0,23.1,23.1,-0.1,0.0
3869,2025-12-27,2026-06-27,90,5,4,1,0,0,0,0,0.0,20.0,0.0,1.1
3870,2025-12-27,2026-06-27,109,11,4,1,2,4,0,0,18.2,9.1,-0.01,0.0
3871,2025-12-27,2026-06-27,88,7,3,1,1,2,0,0,14.3,14.3,-0.01,0.0
3872,2025-12-27,2026-06-27,100,24,13,2,6,2,1,0,25.0,8.3,0.4,11.0
3873,2025-12-27,2026-06-27,68,4,1,0,2,1,0,0,50.0,0.0,-0.43,0.0
3874,2025-12-27,2026-06-27,125,34,18,3,1,8,4,0,2.9,8.8,0.03,0.0
3875,2025-12-27,2026-06-27,114,11,8,1,1,1,0,0,9.1,9.1,-0.05,0.0
3876,2025-12-27,2026-06-27,81,25,15,1,3,5,1,0,12.0,4.0,-0.08,0.0
3878,2025-12-27,2026-06-27,87,8,3,0,3,2,0,0,37.5,0.0,-0.04,0.0
3880,2025-12-27,2026-06-27,96,8,3,1,0,2,1,1,0.0,12.5,0.01,2.1
3882,2025-12-27,2026-06-27,114,15,4,4,3,3,1,0,20.0,26.7,0.02,0.0
3885,2025-12-27,2026-06-27,102,19,11,6,0,0,2,0,0.0,31.6,0.01,0.0
3888,2025-12-27,2026-06-27,146,32,16,3,6,2,5,0,18.8,9.4,0.02,0.7
3889,2025-12-27,2026-06-27,90,5,1,1,1,1,1,0,20.0,20.0,-0.05,1.1
3891,2025-12-27,2026-06-27,113,7,5,2,0,0,0,0,0.0,28.6,-0.04,0.0
3892,2025-12-27,2026-06-27,96,13,8,2,1,1,1,0,7.7,15.4,0.01,0.0
3893,2025-12-27,2026-06-27,106,18,10,3,4,1,0,0,22.2,16.7,-0.06,0.0
3895,2025-12-27,2026-06-27,67,6,1,2,2,1,0,0,33.3,33.3,-0.03,0.0
3896,2025-12-27,2026-06-27,92,14,9,2,1,1,1,0,7.1,14.3,0.03,1.1
3897,2025-12-27,2026-06-27,129,30,16,5,0,4,5,0,0.0,16.7,0.12,5.4
3898,2025-12-27,2026-06-27,117,31,18,3,4,3,2,1,12.9,9.7,0.07,1.8
3900,2025-12-27,2026-06-27,114,28,15,3,4,5,1,0,14.3,10.7,-0.02,0.0
3901,2025-12-27,2026-06-27,88,10,8,1,1,0,0,0,10.0,10.0,-0.07,0.0
3904,2025-12-27,2026-06-27,84,10,6,1,1,2,0,0,10.0,10.0,0.01,0.0
3905,2025-12-27,2026-06-27,130,26,17,1,5,3,0,0,19.2,3.8,-0.04,0.0
3906,2025-12-27,2026-06-27,121,8,6,1,1,0,0,0,12.5,12.5,-0.04,0.0
3907,2025-12-27,2026-06-27,130,22,17,2,1,1,1,0,4.5,9.1,0.0,0.0
3908,2025-12-27,2026-06-27,121,34,15,6,2,6,5,0,5.9,17.6,-0.01,0.8
3909,2025-12-27,2026-06-27,129,36,24,2,4,6,0,0,11.1,5.6,0.22,8.5
3910,2025-12-27,2026-06-27,107,14,6,4,1,3,0,0,7.1,28.6,-0.05,0.0
3911,2025-12-27,2026-06-27,132,20,10,2,3,4,1,0,15.0,10.0,0.01,0.0
3912,2025-12-27,2026-06-27,122,33,18,0,13,2,0,0,39.4,0.0,0.05,1.6
3915,2025-12-27,2026-06-27,128,25,14,3,1,5,1,1,4.0,12.0,0.03,0.0
3918,2025-12-27,2026-06-27,138,37,22,3,1,7,4,0,2.7,8.1,0.01,0.0
3920,2025-12-27,2026-06-27,101,14,7,2,4,0,1,0,28.6,14.3,0.95,30.6
3921,2025-12-27,2026-06-27,24,4,3,1,0,0,0,0,0.0,25.0,0.0,0.0
3922,2025-12-27,2026-06-27,106,6,1,2,0,1,0,2,0.0,33.3,0.04,2.0
3928,2025-12-27,2026-06-27,111,11,8,0,2,0,1,0,18.2,0.0,-0.05,0.0
3929,2025-12-27,2026-06-27,100,10,5,0,2,1,1,1,20.0,0.0,-0.04,0.0
3930,2025-12-27,2026-06-27,99,15,9,1,3,1,1,0,20.0,6.7,-0.02,0.0
3931,2025-12-27,2026-06-27,99,18,8,1,4,3,2,0,22.2,5.6,-0.06,0.0
3932,2025-12-27,2026-06-27,88,12,3,2,4,1,2,0,33.3,16.7,0.01,0.0
3933,2025-12-27,2026-06-27,120,18,3,7,1,4,3,0,5.6,38.9,0.9,31.4
3934,2025-12-27,2026-06-27,133,12,6,3,1,1,1,0,8.3,25.0,0.02,0.8
3935,2025-12-27,2026-06-27,85,7,5,0,0,1,1,0,0.0,0.0,-0.05,0.0
3939,2025-12-27,2026-06-27,23,5,2,2,0,0,0,1,0.0,40.0,-0.09,0.0
3940,2025-12-27,2026-06-27,156,38,21,1,10,3,3,0,26.3,2.6,0.05,1.4
3941,2025-12-27,2026-06-27,136,46,27,2,5,8,4,0,10.9,4.3,0.04,0.7
3942,2025-12-27,2026-06-27,121,32,20,2,2,7,1,0,6.2,6.2,0.08,2.5
3943,2025-12-27,2026-06-27,29,0,0,0,0,0,0,0,,,-0.34,0.0
3944,2025-12-27,2026-06-27,127,23,11,3,0,6,3,0,0.0,13.0,0.04,2.4
3945,2025-12-27,2026-06-27,91,5,1,1,2,0,0,1,40.0,20.0,-0.02,0.0
3946,2025-12-27,2026-06-27,130,34,18,6,3,6,1,0,8.8,17.6,0.99,30.0
3947,2025-12-27,2026-06-27,112,8,6,0,0,2,0,0,0.0,0.0,0.05,2.7
3948,2025-12-27,2026-06-27,91,4,2,1,0,1,0,0,0.0,25.0,0.01,0.0
3949,2025-12-27,2026-06-27,93,1,1,0,0,0,0,0,0.0,0.0,0.01,0.0
3950,2025-12-27,2026-06-27,103,4,1,0,1,1,1,0,25.0,0.0,0.01,1.0
3951,2025-12-27,2026-06-27,122,20,9,5,2,2,1,1,10.0,25.0,0.03,0.8
3952,2025-12-27,2026-06-27,143,43,20,6,8,6,3,0,18.6,14.0,0.03,0.7
3953,2025-12-27,2026-06-27,46,2,2,0,0,0,0,0,0.0,0.0,-0.02,0.0
3955,2025-12-27,2026-06-27,83,8,4,1,0,1,2,0,0.0,12.5,-0.06,0.0
3956,2025-12-27,2026-06-27,119,31,17,0,8,4,0,2,25.8,0.0,0.03,0.8
3957,2025-12-27,2026-06-27,103,12,4,3,2,3,0,0,16.7,25.0,0.0,0.0
3959,2025-12-27,2026-06-27,128,32,15,2,4,9,1,1,12.5,6.2,0.07,0.8
3960,2025-12-27,2026-06-27,135,32,19,2,6,3,2,0,18.8,6.2,0.12,1.5
3961,2025-12-27,2026-06-27,141,35,18,5,2,6,4,0,5.7,14.3,-0.03,0.0
3963,2025-12-27,2026-06-27,115,21,8,2,1,5,4,1,4.8,9.5,0.01,0.9
3964,2025-12-27,2026-06-27,93,5,3,1,0,1,0,0,0.0,20.0,-0.04,0.0
3965,2025-12-27,2026-06-27,143,36,17,3,8,4,4,0,22.2,8.3,0.02,0.0
3966,2025-12-27,2026-06-27,143,43,24,4,7,6,2,0,16.3,9.3,0.0,0.0
3967,2025-12-27,2026-06-27,99,10,8,1,0,1,0,0,0.0,10.0,-0.08,0.0
3968,2025-12-27,2026-06-27,92,14,7,4,2,0,1,0,14.3,28.6,0.03,1.1
3973,2025-12-27,2026-06-27,112,7,2,2,1,2,0,0,14.3,28.6,-0.07,0.0
3974,2025-12-27,2026-06-27,103,6,2,2,0,0,2,0,0.0,33.3,0.02,1.0
3975,2025-12-27,2026-06-27,118,27,13,4,7,3,0,0,25.9,14.8,-0.04,0.0
3976,2025-12-27,2026-06-27,101,9,4,1,3,0,1,0,33.3,11.1,-0.02,0.0
3977,2025-12-27,2026-06-27,114,14,4,3,6,1,0,0,42.9,21.4,-0.07,0.9
3978,2025-12-27,2026-06-27,123,26,16,3,3,3,1,0,11.5,11.5,-0.02,0.0
3981,2025-12-27,2026-06-27,125,20,13,1,3,3,0,0,15.0,5.0,-0.23,0.0
3982,2025-12-27,2026-06-27,105,8,4,0,3,1,0,0,37.5,0.0,-0.04,0.0
3983,2025-12-27,2026-06-27,127,33,13,5,7,6,2,0,21.2,15.2,0.03,0.8
3984,2025-12-27,2026-06-27,145,35,24,2,2,7,0,0,5.7,5.7,0.08,1.4
3986,2025-12-27,2026-06-27,63,9,7,2,0,0,0,0,0.0,22.2,-0.03,0.0
3987,2025-12-27,2026-06-27,115,23,12,1,2,7,1,0,8.7,4.3,-0.02,0.9
3988,2025-12-27,2026-06-27,130,31,19,3,5,3,1,0,16.1,9.7,0.04,0.8
3989,2025-12-27,2026-06-27,102,10,4,1,2,2,1,0,20.0,10.0,-0.13,0.0
3990,2025-12-27,2026-06-27,112,15,6,1,5,1,2,0,33.3,6.7,0.0,0.9
3992,2025-12-27,2026-06-27,90,15,8,0,4,1,1,1,26.7,0.0,-0.08,0.0
3993,2025-12-27,2026-06-27,107,14,7,3,1,2,1,0,7.1,21.4,0.01,0.0
3994,2025-12-27,2026-06-27,115,9,6,1,2,0,0,0,22.2,11.1,0.02,0.9
3995,2025-12-27,2026-06-27,112,28,19,1,4,3,1,0,14.3,3.6,0.03,0.0
3997,2025-12-27,2026-06-27,139,37,26,2,5,3,1,0,13.5,5.4,0.01,0.7
3998,2025-12-27,2026-06-27,109,7,5,1,0,1,0,0,0.0,14.3,-0.01,0.0
3999,2025-12-27,2026-06-27,158,36,22,3,4,4,3,0,11.1,8.3,0.03,0.6
4000,2025-12-27,2026-06-27,159,35,20,4,5,2,4,0,14.3,11.4,0.01,0.0
4002,2025-12-27,2026-06-27,138,41,23,6,4,5,2,1,9.8,14.6,0.16,2.9
4003,2025-12-27,2026-06-27,95,13,6,1,1,4,1,0,7.7,7.7,-0.03,0.0
4004,2025-12-27,2026-06-27,108,17,7,1,5,3,1,0,29.4,5.9,0.08,0.9
4006,2025-12-27,2026-06-27,120,16,6,0,4,2,3,1,25.0,0.0,0.01,0.0
4007,2025-12-27,2026-06-27,81,8,6,0,1,1,0,0,12.5,0.0,0.01,3.9
4009,2025-12-27,2026-06-27,110,19,13,1,4,0,1,0,21.1,5.3,0.08,0.9
4010,2025-12-27,2026-06-27,88,6,5,0,0,0,1,0,0.0,0.0,-0.1,0.0
4011,2025-12-27,2026-06-27,118,29,12,4,8,2,3,0,27.6,13.8,-0.02,0.9
4012,2025-12-27,2026-06-27,111,29,13,4,7,4,1,0,24.1,13.8,0.07,4.5
4013,2025-12-27,2026-06-27,137,38,28,4,2,2,2,0,5.3,10.5,0.03,0.7
4014,2025-12-27,2026-06-27,119,22,14,0,4,1,2,1,18.2,0.0,0.03,0.9
4015,2025-12-27,2026-06-27,137,22,16,2,1,1,2,0,4.5,9.1,-0.07,0.0
4016,2025-12-27,2026-06-27,108,12,3,4,1,4,0,0,8.3,33.3,-0.02,0.0
4017,2025-12-27,2026-06-27,131,22,15,2,1,2,2,0,4.5,9.1,-0.02,0.0
4019,2025-12-27,2026-06-27,128,32,16,4,6,5,1,0,18.8,12.5,-0.02,0.0
4020,2025-12-27,2026-06-27,105,14,7,1,2,2,1,1,14.3,7.1,-0.13,0.0
4022,2025-12-27,2026-06-27,92,8,4,1,3,0,0,0,37.5,12.5,-0.01,1.1
4023,2025-12-27,2026-06-27,93,8,4,2,1,1,0,0,12.5,25.0,-0.11,0.0
4024,2025-12-27,2026-06-27,97,19,8,3,6,2,0,0,31.6,15.8,0.03,1.0
4025,2025-12-27,2026-06-27,48,12,7,1,2,1,1,0,16.7,8.3,0.04,4.2
4027,2025-12-27,2026-06-27,102,23,9,3,7,3,1,0,30.4,13.0,0.07,3.1
4028,2025-12-27,2026-06-27,119,36,21,5,2,7,1,0,5.6,13.9,0.16,6.1
4030,2025-12-27,2026-06-27,126,17,11,0,0,4,2,0,0.0,0.0,0.0,0.0
4031,2025-12-27,2026-06-27,98,12,5,1,2,3,1,0,16.7,8.3,-0.04,0.0
4033,2025-12-27,2026-06-27,121,27,18,2,4,1,2,0,14.8,7.4,-0.04,0.0
4034,2025-12-27,2026-06-27,94,5,3,1,0,1,0,0,0.0,20.0,-0.02,0.0
4035,2025-12-27,2026-06-27,120,10,5,2,2,1,0,0,20.0,20.0,-0.03,0.0
4036,2025-12-27,2026-06-27,139,32,19,3,7,1,2,0,21.9,9.4,0.04,0.7
4039,2025-12-27,2026-06-27,136,14,9,1,1,0,3,0,7.1,7.1,-0.02,0.0
4040,2025-12-27,2026-06-27,128,25,13,0,6,5,1,0,24.0,0.0,0.02,0.8
4041,2025-12-27,2026-06-27,83,5,1,2,1,1,0,0,20.0,40.0,0.09,1.3
4042,2025-12-27,2026-06-27,136,33,20,5,4,3,1,0,12.1,15.2,0.02,0.0
4043,2025-12-27,2026-06-27,115,19,8,0,4,5,1,1,21.1,0.0,0.04,1.8
4044,2025-12-27,2026-06-27,117,28,17,1,3,4,2,1,10.7,3.6,0.11,2.6
4045,2025-12-27,2026-06-27,102,10,6,0,3,1,0,0,30.0,0.0,-0.03,1.0
4047,2025-12-27,2026-06-27,91,7,7,0,0,0,0,0,0.0,0.0,-0.07,0.0
4049,2025-12-27,2026-06-27,147,32,24,3,0,4,1,0,0.0,9.4,0.17,5.6
4050,2025-12-27,2026-06-27,134,37,23,5,3,4,2,0,8.1,13.5,0.0,0.7
4051,2025-12-27,2026-06-27,94,21,13,3,0,3,2,0,0.0,14.3,-0.01,0.0
4052,2025-12-27,2026-06-27,134,30,17,2,5,4,1,1,16.7,6.7,0.03,1.5
4053,2025-12-27,2026-06-27,119,23,11,4,5,3,0,0,21.7,17.4,-0.05,0.0
4054,2025-12-27,2026-06-27,103,13,8,1,2,2,0,0,15.4,7.7,-0.15,0.0
4055,2025-12-27,2026-06-27,150,33,16,10,2,1,3,1,6.1,30.3,0.14,4.7
4057,2025-12-27,2026-06-27,145,27,16,1,3,4,2,1,11.1,3.7,0.06,1.4
4058,2025-12-27,2026-06-27,148,26,19,3,1,1,2,0,3.8,11.5,0.14,4.1
4059,2025-12-27,2026-06-27,126,15,6,3,2,4,0,0,13.3,20.0,-0.06,0.0
4060,2025-12-27,2026-06-27,87,9,4,0,1,2,2,0,11.1,0.0,-0.01,0.0
4061,2025-12-27,2026-06-27,149,38,21,4,4,7,1,1,10.5,10.5,0.0,0.0
4062,2025-12-27,2026-06-27,110,11,5,1,4,1,0,0,36.4,9.1,-0.06,0.0
4063,2025-12-27,2026-06-27,143,35,26,3,1,5,0,0,2.9,8.6,0.11,4.3
4064,2025-12-27,2026-06-27,126,29,25,1,1,1,1,0,3.4,3.4,0.11,2.5
4065,2025-12-27,2026-06-27,103,15,7,1,6,1,0,0,40.0,6.7,0.0,0.0
4066,2025-12-27,2026-06-27,123,23,13,3,3,1,2,1,13.0,13.0,-0.02,0.0
4067,2025-12-27,2026-06-27,147,37,14,2,10,7,3,1,27.0,5.4,-0.01,0.0
4068,2025-12-27,2026-06-27,112,8,6,1,1,0,0,0,12.5,12.5,-0.02,0.0
4069,2025-12-27,2026-06-27,139,23,14,1,0,3,4,1,0.0,4.3,0.0,0.0
4071,2025-12-27,2026-06-27,78,6,3,1,0,2,0,0,0.0,16.7,0.03,0.0
4072,2025-12-27,2026-06-27,96,39,20,4,8,6,1,0,20.5,10.3,-0.05,0.0
4073,2025-12-27,2026-06-27,127,36,20,2,5,7,2,0,13.9,5.6,-0.01,0.0
4074,2025-12-27,2026-06-27,131,28,18,3,1,5,1,0,3.6,10.7,0.02,0.8
4075,2025-12-27,2026-06-27,126,26,14,4,4,4,0,0,15.4,15.4,-0.02,0.0
4076,2025-12-27,2026-06-27,150,19,12,3,2,2,0,0,10.5,15.8,-0.05,0.0
4077,2025-12-27,2026-06-27,121,29,12,5,6,1,4,1,20.7,17.2,0.01,0.0
4079,2025-12-27,2026-06-27,123,25,17,2,2,3,1,0,8.0,8.0,0.06,0.8
4080,2025-12-27,2026-06-27,27,8,5,1,1,1,0,0,12.5,12.5,0.12,0.0
4081,2025-12-27,2026-06-27,111,12,6,1,2,2,1,0,16.7,8.3,-0.02,0.9
4082,2025-12-27,2026-06-27,127,26,11,5,4,5,1,0,15.4,19.2,0.02,0.8
4083,2025-12-27,2026-06-27,147,55,31,7,9,4,4,0,16.4,12.7,0.19,4.2
4084,2025-12-27,2026-06-27,150,35,22,1,5,4,2,1,14.3,2.9,-0.01,0.7
4085,2025-12-27,2026-06-27,86,10,5,4,0,1,0,0,0.0,40.0,-0.09,0.0
4086,2025-12-27,2026-06-27,129,28,16,2,6,3,1,0,21.4,7.1,0.02,0.8
4089,2025-12-27,2026-06-27,126,23,14,2,2,4,1,0,8.7,8.7,0.01,1.6
4090,2025-12-27,2026-06-27,85,15,8,0,1,2,3,1,6.7,0.0,-0.04,0.0
4092,2025-12-27,2026-06-27,94,11,7,1,2,0,1,0,18.2,9.1,0.01,2.2
4093,2025-12-27,2026-06-27,108,11,6,0,4,0,1,0,36.4,0.0,0.04,1.9
4094,2025-12-27,2026-06-27,101,14,8,3,1,0,2,0,7.1,21.4,-0.01,1.0
4095,2025-12-27,2026-06-27,153,49,25,8,5,10,1,0,10.2,16.3,0.02,0.0
4096,2025-12-27,2026-06-27,106,28,18,4,2,2,2,0,7.1,14.3,-0.01,0.0
4097,2025-12-27,2026-06-27,89,0,0,0,0,0,0,0,,,-0.08,1.2
4098,2025-12-27,2026-06-27,92,11,8,1,2,0,0,0,18.2,9.1,0.0,0.0
4099,2025-12-27,2026-06-27,125,26,19,4,2,1,0,0,7.7,15.4,0.14,2.4
4100,2025-12-27,2026-06-27,104,14,8,0,2,3,1,0,14.3,0.0,-0.06,1.0
4102,2025-12-27,2026-06-27,145,46,21,6,12,3,4,0,26.1,13.0,-0.06,0.0
4103,2025-12-27,2026-06-27,84,3,2,1,0,0,0,0,0.0,33.3,-0.01,0.0
4104,2025-12-27,2026-06-27,95,10,5,0,4,1,0,0,40.0,0.0,-0.06,0.0
4105,2025-12-27,2026-06-27,114,10,7,1,0,2,0,0,0.0,10.0,0.01,0.0
4106,2025-12-27,2026-06-27,84,5,2,0,2,1,0,0,40.0,0.0,0.06,1.2
4108,2025-12-27,2026-06-27,97,26,14,3,6,2,1,0,23.1,11.5,0.03,0.0
4109,2025-12-27,2026-06-27,140,31,19,4,5,3,0,0,16.1,12.9,0.04,0.7
4110,2025-12-27,2026-06-27,115,13,7,2,2,1,1,0,15.4,15.4,0.08,4.4
4111,2025-12-27,2026-06-27,108,19,8,2,6,1,2,0,31.6,10.5,-0.01,1.0
4112,2025-12-27,2026-06-27,103,25,13,4,3,5,0,0,12.0,16.0,-0.04,0.0
4113,2025-12-27,2026-06-27,107,17,8,3,2,2,2,0,11.8,17.6,-0.07,0.0
4114,2025-12-27,2026-06-27,96,9,5,0,1,2,1,0,11.1,0.0,-0.01,0.0
4116,2025-12-27,2026-06-27,95,10,6,0,1,2,1,0,10.0,0.0,-0.05,0.0
4117,2025-12-27,2026-06-27,119,14,8,0,3,1,2,0,21.4,0.0,0.01,0.0
4118,2025-12-27,2026-06-27,140,28,17,2,4,4,0,1,14.3,7.1,0.03,0.7
4119,2025-12-27,2026-06-27,108,13,7,3,2,0,1,0,15.4,23.1,0.06,0.9
4120,2025-12-27,2026-06-27,141,26,18,4,2,2,0,0,7.7,15.4,0.01,0.0
4121,2025-12-27,2026-06-27,100,22,10,3,2,5,2,0,9.1,13.6,-0.03,0.0
4122,2025-12-27,2026-06-27,139,23,14,2,2,2,2,1,8.7,8.7,-0.01,0.0
4123,2025-12-27,2026-06-27,154,39,25,2,2,7,3,0,5.1,5.1,0.0,0.0
4124,2025-12-27,2026-06-27,113,26,12,8,1,3,2,0,3.8,30.8,0.03,0.0
4128,2025-12-27,2026-06-27,99,17,8,0,3,5,1,0,17.6,0.0,-0.02,0.0
4129,2025-12-27,2026-06-27,98,7,3,1,1,1,1,0,14.3,14.3,0.02,1.1
4131,2025-12-27,2026-06-27,105,25,15,4,3,3,0,0,12.0,16.0,-0.05,0.0
4133,2025-12-27,2026-06-27,114,21,12,2,2,2,2,1,9.5,9.5,0.0,0.0
4134,2025-12-27,2026-06-27,103,13,7,1,2,2,1,0,15.4,7.7,0.0,0.0
4136,2025-12-27,2026-06-27,88,18,11,3,3,1,0,0,16.7,16.7,-0.02,0.0
4137,2025-12-27,2026-06-27,146,35,21,3,5,5,1,0,14.3,8.6,-0.03,0.0
4138,2025-12-27,2026-06-27,111,17,8,5,2,2,0,0,11.8,29.4,-0.04,0.0
4139,2025-12-27,2026-06-27,97,8,3,0,4,1,0,0,50.0,0.0,-0.03,1.1
4140,2025-12-27,2026-06-27,117,24,17,1,1,2,3,0,4.2,4.2,0.03,0.0
4142,2025-12-27,2026-06-27,140,21,13,3,3,1,1,0,14.3,14.3,0.04,1.5
4143,2025-12-27,2026-06-27,95,4,2,0,2,0,0,0,50.0,0.0,-0.06,0.0
4144,2025-12-27,2026-06-27,124,27,16,3,4,1,2,1,14.8,11.1,0.02,0.0
4145,2025-12-27,2026-06-27,100,3,0,2,0,1,0,0,0.0,66.7,-0.03,0.0
4146,2025-12-27,2026-06-27,124,22,11,1,0,8,1,1,0.0,4.5,-0.08,0.0
4148,2025-12-27,2026-06-27,134,26,15,3,4,2,2,0,15.4,11.5,0.11,2.3
4150,2025-12-27,2026-06-27,117,27,11,5,4,2,5,0,14.8,18.5,-0.07,0.0
4151,2025-12-27,2026-06-27,96,12,6,4,1,0,1,0,8.3,33.3,0.29,7.6
4152,2025-12-27,2026-06-27,94,17,6,6,1,3,1,0,5.9,35.3,0.01,0.0
4154,2025-12-27,2026-06-27,89,10,4,2,1,1,2,0,10.0,20.0,0.01,0.0
4155,2025-12-27,2026-06-27,124,26,15,6,1,2,2,0,3.8,23.1,-0.05,0.0
4156,2025-12-27,2026-06-27,113,17,9,3,4,1,0,0,23.5,17.6,-0.06,0.0
4158,2025-12-27,2026-06-27,107,16,12,0,1,2,0,1,6.2,0.0,-0.08,0.0
4159,2025-12-27,2026-06-27,141,30,16,5,6,2,1,0,20.0,16.7,0.03,0.0
4161,2025-12-27,2026-06-27,136,18,12,2,1,1,2,0,5.6,11.1,-0.03,0.0
4162,2025-12-27,2026-06-27,48,5,2,2,1,0,0,0,20.0,40.0,-0.06,0.0
4163,2025-12-27,2026-06-27,129,25,14,2,5,1,3,0,20.0,8.0,0.04,0.0
4164,2025-12-27,2026-06-27,97,5,2,1,0,0,2,0,0.0,20.0,0.02,0.0
4166,2025-12-27,2026-06-27,138,41,23,3,7,3,5,0,17.1,7.3,-0.01,0.0
4167,2025-12-27,2026-06-27,91,3,2,0,0,0,1,0,0.0,0.0,-0.09,0.0
4168,2025-12-27,2026-06-27,121,35,18,2,4,9,2,0,11.4,5.7,0.19,6.6
4169,2025-12-27,2026-06-27,86,4,2,0,1,1,0,0,25.0,0.0,-0.04,0.0
4171,2025-12-27,2026-06-27,138,35,23,3,4,4,1,0,11.4,8.6,0.02,1.5
4172,2025-12-27,2026-06-27,152,30,18,6,2,2,2,0,6.7,20.0,0.02,0.7
4173,2025-12-27,2026-06-27,116,15,7,1,1,4,2,0,6.7,6.7,-0.01,0.9
4174,2025-12-27,2026-06-27,145,32,22,3,4,2,1,0,12.5,9.4,0.2,4.2
4175,2025-12-27,2026-06-27,109,20,15,2,1,2,0,0,5.0,10.0,0.0,0.0
4176,2025-12-27,2026-06-27,41,1,0,0,1,0,0,0,100.0,0.0,0.0,0.0
4177,2025-12-27,2026-06-27,96,19,10,1,2,2,2,2,10.5,5.3,-0.17,0.0
4179,2025-12-27,2026-06-27,111,21,11,7,0,2,1,0,0.0,33.3,0.05,0.0
4180,2025-12-27,2026-06-27,113,20,10,4,2,3,1,0,10.0,20.0,-0.04,0.0
4181,2025-12-27,2026-06-27,93,5,3,1,1,0,0,0,20.0,20.0,0.08,4.4
4182,2025-12-27,2026-06-27,120,15,8,3,2,1,1,0,13.3,20.0,-0.03,1.7
4183,2025-12-27,2026-06-27,131,30,19,0,5,5,1,0,16.7,0.0,-0.07,0.0
4184,2025-12-27,2026-06-27,113,37,18,4,5,3,7,0,13.5,10.8,0.01,0.0
4186,2025-12-27,2026-06-27,80,3,2,0,0,1,0,0,0.0,0.0,-0.04,0.0
4188,2025-12-27,2026-06-27,134,41,18,6,7,7,3,0,17.1,14.6,0.02,0.8
4189,2025-12-27,2026-06-27,140,36,16,5,7,4,4,0,19.4,13.9,0.21,5.1
4190,2025-12-27,2026-06-27,28,7,2,1,2,0,2,0,28.6,14.3,0.04,0.0
4191,2025-12-27,2026-06-27,112,30,11,6,5,5,3,0,16.7,20.0,0.05,0.9
4193,2025-12-27,2026-06-27,142,38,16,7,9,2,3,1,23.7,18.4,0.07,0.7
4195,2025-12-27,2026-06-27,87,14,3,3,4,3,1,0,28.6,21.4,-0.05,0.0
4196,2025-12-27,2026-06-27,113,9,5,2,1,1,0,0,11.1,22.2,-0.04,0.0
4197,2025-12-27,2026-06-27,108,12,5,1,3,0,2,1,25.0,8.3,-0.01,0.0
4199,2025-12-27,2026-06-27,161,36,24,5,4,2,1,0,11.1,13.9,0.77,25.2
4200,2025-12-27,2026-06-27,101,9,6,0,1,1,1,0,11.1,0.0,-0.03,0.0
4201,2025-12-27,2026-06-27,103,11,5,2,2,1,1,0,18.2,18.2,0.03,0.0
4202,2025-12-27,2026-06-27,86,8,5,0,0,2,1,0,0.0,0.0,-0.01,0.0
4203,2025-12-27,2026-06-27,97,9,3,0,3,2,1,0,33.3,0.0,-0.04,0.0
4204,2025-12-27,2026-06-27,97,13,5,2,4,2,0,0,30.8,15.4,0.03,3.2
4205,2025-12-27,2026-06-27,114,37,19,5,1,7,5,0,2.7,13.5,0.01,0.9
4207,2025-12-27,2026-06-27,110,32,14,2,9,5,1,1,28.1,6.2,0.0,0.9
4208,2025-12-27,2026-06-27,143,48,25,7,4,8,2,2,8.3,14.6,0.0,0.0
4209,2025-12-27,2026-06-27,95,15,8,2,2,2,1,0,13.3,13.3,0.0,0.0
4210,2025-12-27,2026-06-27,129,22,13,0,1,3,5,0,4.5,0.0,0.1,2.4
4211,2025-12-27,2026-06-27,102,4,1,0,2,1,0,0,50.0,0.0,-0.22,0.0
